id,kategorie,subkategorie,frage,tipp1,tipp2,loesung,status
266,C) Technik & Zahlenwelt,Haushalt & Energie,Wie oft wird in einem Durchschnittshaushalt in Deutschland pro Jahr gewaschen?,Wascht man nur einmal wöchentlich kommt man auf 52 Waschladungen im Jahr.,In Großbritannien kalkuliert man mit rund 260 Waschladungen je Haushalt und Jahr.,200,todo
267,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch war der pro-Kopf CO2-Ausstoß in Deutschland im Jahr 2023?,Deutschland liegt pro Kopf klar über dem Welt-Durchschnitt der bei unter fünf Tonnen liegt,In den USA liegt der Pro-Kopf-Wert bei über vierzehn Tonnen CO2 jährlich,7.4,todo
268,C) Technik & Zahlenwelt,Haushalt & Energie,Welche Brenndauer hat ein Standard-Teelicht laut RAL-Gütezeichen?,Votivkerzen mit RAL-Zeichen schaffen grob 10 bis 15 Stunden; Teelichter sind deutlich kurzlebiger,Gastro-Teelichter mit RAL-Gütezeichen werben teils mit rund 8 Stunden Brenndauer – Standard darunter,4,todo
269,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Wasser verschwendet ein tropfender Wasserhahn (1 Tropfen pro Sekunde) an einem Tag?,Eine Person verbraucht im Haushalt durchschnittlich über 120 Liter Wasser pro Tag,Über ein Jahr summiert sich das Tropfwasser auf mehrere Tausend Liter,15,todo
270,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Leistung hat ein handelsüblicher Haartrockner auf Maximalstufe?,Eine klassische 60-Watt-Glühbirne braucht nur einen winzigen Bruchteil der Föhnleistung.,Ein typischer Zweischeiben-Toaster zieht etwa 1200 Watt; Haartrockner liegen darüber.,2000,todo
271,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war die Staatsverschuldung der USA im Januar 2024?,Um 2000 lag die US-Staatsverschuldung noch im einstelligen Billionenbereich unter 10 Dollar-Billionen,2010 betrug die US-Staatsverschuldung etwas über 10 Dollar-Billionen; seither stark weiter angestiegen,33.,todo
272,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Welchen Börsenwert erreichte Microsoft im Januar 2024?,1999 lag Microsofts Börsenwert bei etwa 0.6 Billion Dollar – weit unter 2024,2024 erreichte Nvidia etwa 3.3 Billion Dollar Börsenwert – Microsoft blieb etwas kleiner,2.5,todo
273,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Euro-Banknoten waren Ende 2023 im Umlauf?,Ende 2023 kursierten fast 150 Milliarden Euro-Münzen; Scheine sind deutlich seltener,Ende 2002 waren nur rund acht Milliarden Euro-Banknoten im Umlauf – seitdem stark gewachsen,29,todo
274,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war die Inflationsrate in Deutschland im Oktober 1923 waehrend der Hyperinflation?,Deutschlands Hyperinflation 1923 gilt meist als drittschlimmste jemals nach Ungarn und Zimbabwe,Im Oktober 1923 verdoppelten sich deutsche Preise ungefähr alle dreieinhalb Tage,29.500.000.000.000,todo
275,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viel kostete die Produktion einer 1-Cent-Münze im Jahr 2022?,Seit 2006 kostet ein US Penny mehr als sein Nennwert von einem Cent,Ein Dime kostete 2022 gut fünf Cent in der Herstellung ein Quarter sogar über elf,2.72,todo
276,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Unternehmen sind im Deutschen Aktienindex (DAX) gelistet?,DAX ist viel schlanker als FTSE 100 mit 100 Unternehmen und der S&P 500,Im SDAX sind 70 kleinere Werte; DAX umfasst nur die große Bluechip Liga,40,todo
277,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war das Vermögen von Elon Musk laut Forbes im Januar 2024?,2020 knackte Musk erstmals 100 Milliarden Dollar; Ende 2021 überschritt er schon die 300 Milliarden.,2024 hatten Gates und Buffett je etwa 130 Milliarden; Musk lag deutlich über deren Vermögen.,230,todo
278,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war das Bruttoinlandsprodukt von Deutschland im Jahr 2023?,2023 lag das weltweite BIP grob bei 100 Billionen US-Dollar; Deutschlands Anteil ist einstelliger Prozentbereich,2023 lag Italiens BIP bei rund 2.3 Billionen US-Dollar; Deutschlands Wirtschaftskraft ist spürbar größer,4.2,todo
279,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Bei welchem Kurs stand die Berkshire Hathaway Aktie (Klasse A) im März 2024 (höchster Aktienkurs)?,2006 erreichte Berkshire A erstmals 100.000 Dollar; 2014 überschritt sie schon 200.000 Dollar,Ab 2021 lag der Kursrekord der A Aktie erstmals deutlich über 400.000 Dollar,Ich habe keine Informationen über den Aktienkurs von Berkshire Hathaway im März 2024.,todo
280,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viel Gold lagert offiziell im US Bullion Depository in Fort Knox?,Die USA besitzen insgesamt gut 8000 Tonnen Goldreserven; Fort Knox ist nur ein Teil,Deutschland hält rund 3300 Tonnen Goldreserven; der Fort-Knox-Bestand liegt deutlich über diesem Wert,4578,todo
281,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Fahrzeuge lieferte der Volkswagen Konzern 2023 weltweit aus?,2023 wurden weltweit rund 86 Millionen Neuwagen verkauft; der VW Konzern bedient nur einen Teil,Volkswagen Marke lieferte 2023 etwa 4.87 Millionen Autos aus; Konzern umfasst zusätzlich Audi Skoda Seat,9.2,todo
282,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele LEGO-Elemente wurden 2022 produziert?,Anfang der 2000er produzierte LEGO pro Jahr weniger als zwanzig Milliarden Elemente.,Allein im Jahr 2014 stellte LEGO bereits rund sechzig Milliarden Elemente her.,100,todo
283,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Zeit wird für die Montage eines Porsche 911 benötigt?,Normale Massenmarkt‑Autos brauchen meist nur 18 bis 35 Stunden für die komplette Montage.,Für einen Rolls‑Royce Ghost veranschlagt man rund 450 Stunden; ein 911 liegt deutlich darunter.,80,todo
284,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Bier setzte Anheuser-Busch InBev im Jahr 2022 ab?,2022 wurden weltweit rund 1.9 Milliarden Hektoliter Bier produziert,Heineken als Nummer zwei setzte 2022 etwa 231 Millionen Hektoliter Bier ab,582 Millionen,todo
285,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war die Auflage des IKEA-Katalogs zu Spitzenzeiten?,Der Katalog erschien jährlich in 32 Sprachen und 69 Versionen in über 50 Ländern,Pro Jahr werden weltweit etwa 80 Millionen Bibeln gedruckt - der IKEA Katalog lag deutlich höher,200 Millionen,todo
286,C) Technik & Zahlenwelt,Industrie & Produktion,Wie oft wird in einem modernen VW-Werk ein fertiges Auto produziert?,Im Rekordjahr verließ fast eine Million Fahrzeuge ein einziges VW Werk,Ein Elektroauto Werk von VW schaffte in einer Woche über 7000 Fahrzeuge,60,todo
287,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Rohstahl produzierte China im Jahr 2023?,2023 stammte rund die Hälfte des weltweiten Rohstahls aus China; global etwa 1.9 Milliarden Tonnen,Indien als Nummer zwei kam 2023 auf rund 140 Millionen Tonnen Rohstahl,1013,todo
288,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war der weltweite Umsatz mit Halbleitern im Jahr 2023?,Der weltweite Halbleitermarkt macht deutlich weniger als ein Prozent der globalen Wirtschaftsleistung aus,2010 lag der globale Halbleiterumsatz bei rund 300 Milliarden Dollar – 2023 deutlich darüber,580,todo
289,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Wasser wird für die Herstellung eines Baumwoll-T-Shirts benötigt?,Eine Tasse Kaffee steckt etwa 140 Liter Wasser; ein Baumwollshirt deutlich mehr,Eine Jeans kann über 10000 Liter Wasser kosten; deutlich mehr als ein T-Shirt,2700,todo
290,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Briefe beförderte die Deutsche Post 2022 an einem durchschnittlichen Werktag?,2022 lebten in Deutschland gut 84 Millionen Menschen; viel Briefpost geht an Firmen,2017 wurden in Deutschland rund 15 Milliarden Briefe verschickt; seither sinkt das Volumen,44 Millionen,todo
291,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Kopfhaare hat ein Mensch mit blonden Haaren durchschnittlich?,Blondhaarige haben die höchste Haaranzahl; Rothaarige die niedrigste; Braun und Schwarz liegen dazwischen,Rothaarige besitzen im Mittel nur etwa 90000 Kopfhaare; Braunhaarige rund 110000,150000,todo
292,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Schritte geht ein Mensch durchschnittlich in seinem Leben?,Erwachsene schaffen im Alltag meist zwischen 4000 und 8000 Schritten pro Tag,Weltweit liegt die durchschnittliche Lebenserwartung inzwischen bei etwas über 70 Jahren,150000000,todo
293,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie oft schlägt ein menschliches Herz in 80 Jahren durchschnittlich?,Viele Säugetiere erreichen im Lauf ihres Lebens eine ähnliche Gesamtzahl an Herzschlägen,Ein durchschnittliches Herz schafft pro Tag weit über 100000 Schläge,3,todo
294,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel wiegt eine typische Schönwetterwolke (Cumulus mediocris 1km³)?,Wäre der Kubikkilometer komplett Wasser wöge er etwa eine Milliarde Tonnen – Wolken deutlich weniger,Ein ausgewachsener Blauwal wiegt grob 150 Tonnen; die Wolke trägt nur wenige solcher Wale,500000,todo
295,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Bakterien befinden sich auf einem Quadratzentimeter menschlicher Haut?,Die gesamte Haut eines Menschen trägt deutlich weniger Bakterien als sein Darm,Ein Quadratzentimeter rohes Hühnerfleisch kann Millionen Bakterien tragen; Haut ist viel sauberer,10.000,todo
296,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel Weltraumschrott (Objekte > 10cm) umkreist die Erde (Stand 2023)?,Zwischen ein und zehn Zentimetern Größe treiben über eine Million Trümmerobjekte im Orbit.,Ein Anti-Satellitentest Chinas 2007 erzeugte etwa dreitausend Trümmerstücke größer als zehn Zentimeter.,9.000,todo
297,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel Luft atmet ein Erwachsener in Ruhe pro Tag ein und aus?,Ein Erwachsener atmet im Jahr mehrere Millionen Liter Luft ein und aus,Ein einzelner ruhiger Atemzug bewegt ungefähr einen halben Liter Luft,10.000,todo
298,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie lang sind alle Blutgefäße eines erwachsenen Menschen aneinandergereiht?,Aneinandergereiht könnten deine Blutgefäße die Erde mindestens einmal am Äquator umrunden.,Alle Kapillaren im Gehirn allein sind etwa 600 Kilometer lang der Rest Körper.,100000,todo
299,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Welche Masse hat die Erde?,Der Mond wiegt nur etwa ein Achtzigstel der Erde,Jupiter besitzt rund 300 Erdmassen; die Sonne über 300000 Erdmassen,6 Trilliarden Tonnen,todo
300,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Sandkörner gibt es auf der Erde laut Schätzung der University of Hawaii?,Gezählt wurden nur Sandkörner an Stränden der Erde - keine Wüsten oder Meeresböden,Es gibt deutlich mehr Sandkörner als Sterne in der Milchstraße mit rund hundert Milliarden,7.5,todo
